Name		Guthling	: {	1	:{
40	: ?	ICE BEAM	?.		
43	: ?	EMBARGO	?.		
46	: ?	GLACIATE	?.		}.}.
Name		Icelord	: {	166	:{
1	: ?	ICY WIND	?.		
1	: ?	HAIL	?.		
3	: ?	BONE RUSH	?.		
8	: ?	GRUDGE	?.		
11	: ?	TAUNT	?.		
15	: ?	HEX	?.		
17	: ?	POWDER SNOW	?.		
20	: ?	CONFUSE RAY	?.		
25	: ?	FOUL PLAY	?.		
30	: ?	SHADOW CLAW	?.		
33	: ?	SNARL	?.		
38	: ?	MIND READER	?.		
42	: ?	ICE BEAM	?.		
45	: ?	EMBARGO	?.		
50	: ?	SHADOW FORCE	?.		
53	: ?	GLACIATE	?.		}.}.
Name		Phoenixling_Cutie_Form	: {	167*	:{
1	: ?	SCRATCH	?.		
1	: ?	EMBER	?.		
1	: ?	PLAY NICE	?.		
5	: ?	PECK	?.		
10	: ?	FLAME BURST	?.		
14	: ?	COVET	?.		
19	: ?	WING ATTACK	?.		
22	: ?	FEATHERDANCE	?.		
28	: ?	CHARM	?.		
32	: ?	MIRROR MOVE	?.		
38	: ?	HEAT WAVE	?.		
41	: ?	CAPTIVATE	?.		
46	: ?	SACRED FIRE	?.		}.}.
Name		Phoenixling_Meanie_Form	: {	167*	:{
1	: ?	SCRATCH	?.		
1	: ?	EMBER	?.		
1	: ?	FOUL PLAY	?.		
5	: ?	PECK	?.		
10	: ?	FLAME BURST	?.		
14	: ?	THIEF	?.		
19	: ?	WING ATTACK	?.		
22	: ?	FEATHERDANCE	?.		
28	: ?	MEAN LOOK	?.		
32	: ?	MIRROR MOVE	?.		
38	: ?	INFERNO	?.		
41	: ?	TEARFUL LOOK	?.		
46	: ?	SACRED FIRE	?.		}.}.
Name		Phoenix_ReBirth_Form	: {	168*	:{
1	: ?	SACRED FIRE	?.		
1	: ?	SCRATCH	?.		
1	: ?	EMBER	?.		
1	: ?	PLAY NICE	?.		
6	: ?	PECK	?.		
11	: ?	FLAME BURST	?.		
17	: ?	COVET	?.		
23	: ?	WING ATTACK	?.		
27	: ?	FEATHERDANCE	?.		
30	: ?	CHARM	?.		
36	: ?	MIRROR MOVE	?.		
43	: ?	HEAT WAVE	?.		
47	: ?	CAPTIVATE	?.		
50	: ?	SACRED FIRE	?.		
56	: ?	INFERNO	?.		}.}.
Name		Phoenix_ReBorn_Form	: {	168*	:{
1	: ?	SACRED FIRE	?.		
1	: ?	SCRATCH	?.		
1	: ?	EMBER	?.		
1	: ?	FOUL PLAY	?.		
6	: ?	PECK	?.		
11	: ?	FLAME BURST	?.		
17	: ?	THIEF	?.		
23	: ?	WING ATTACK	?.		
27	: ?	FEATHERDANCE	?.		
30	: ?	MEAN LOOK	?.		
36	: ?	MIRROR MOVE	?.		
43	: ?	INFERNO	?.		
47	: ?	TEARFUL LOOK	?.		
50	: ?	SACRED FIRE	?.		
56	: ?	INFERNO	?.		}.}.
Name		Evil_Turnip	: {	169	:{
1	: ?	TACKLE	?.		
1	: ?	AROMATHERAPY	?.		
4	: ?	GROWTH	?.		
7	: ?	BULLET SEED	?.		
10	: ?	BITE	?.		
13	: ?	LEECH SEED	?.		
16	: ?	CHARM	?.		
20	: ?	HEADBUTT	?.		
24	: ?	CRUNCH	?.		
28	: ?	LEECH SEED	?.		
32	: ?	SEED BOMB	?.		
36	: ?	GROWTH	?.		
41	: ?	PETAL BLIZZARD	?.		
46	: ?	MEAN LOOK	?.		
51	: ?	PETAL DANCE	?.		}.}.
Name		Cute_Creature	: {	170	:{
1	: ?	TACKLE	?.		
1	: ?	NASTY PLOT	?.		
4	: ?	FORESIGHT	?.		
7	: ?	DISARMING VOICE	?.		
10	: ?	PLAY NICE	?.		
13	: ?	ODOR SLEUTH	?.		
16	: ?	CHARM	?.		
20	: ?	HEADBUTT	?.		
24	: ?	CAPTIVATE	?.		
28	: ?	DAZZLING GLEAM	?.		
32	: ?	MEAN LOOK	?.		}.}.
Name		Baby_Yak	: {	171	:{
1	: ?	TACKLE	?.		
1	: ?	AROMATHERAPY	?.		
4	: ?	sand ATTACK	?.		
7	: ?	BULLET SEED	?.		
10	: ?	DOUBLE KICK	?.		
13	: ?	LEECH SEED	?.		
16	: ?	CHARM	?.		
20	: ?	HEADBUTT	?.		
24	: ?	MILK DRINK	?.		
28	: ?	JUMP KICK	?.		
32	: ?	SEED BOMB	?.		
36	: ?	NATURE POWER	?.		
41	: ?	PETAL BLIZZARD	?.		
46	: ?	SKULL BASH	?.		
51	: ?	PETAL DANCE	?.		}.}.
Name		Yak	: {	172	:{
1	: ?	TACKLE	?.		
1	: ?	IRON HEAD	?.		
1	: ?	MEGAHORN	?.		
4	: ?	sand ATTACK	?.		
7	: ?	BULLET SEED	?.		
10	: ?	DOUBLE KICK	?.		
13	: ?	LEECH SEED	?.		
16	: ?	CHARM	?.		
22	: ?	HEADBUTT	?.		
26	: ?	MILK DRINK	?.		
30	: ?	JUMP KICK	?.		
34	: ?	SEED BOMB	?.		
38	: ?	NATURE POWER	?.		
43	: ?	HORN LEECH	?.		
47	: ?	SKULL BASH	?.		
52	: ?	PETAL DANCE	?.		
60	: ?	MEGAHORN	?.		}.}.
Name		Pack_Yak	: {	173	:{
1	: ?	MEGAHORN	?.		
1	: ?	STOCKPILE	?.		
1	: ?	AROMATHERAPY	?.		
4	: ?	sand ATTACK	?.		
7	: ?	BULLET SEED	?.		
10	: ?	DOUBLE KICK	?.		
13	: ?	LEECH SEED	?.		
16	: ?	CHARM	?.		
22	: ?	HEADBUTT	?.		
26	: ?	MILK DRINK	?.		
30	: ?	JUMP KICK	?.		
36	: ?	SEED BOMB	?.		
38	: ?	NATURE POWER	?.		
43	: ?	HORN LEECH	?.		
47	: ?	SKULL BASH	?.		
54	: ?	PETAL DANCE	?.		
61	: ?	MEGAHORN	?.		}.}.
Name		Sacred_Yak	: {	174	:{
1	: ?	MOONBLAST	?.		
1	: ?	STOCKPILE	?.		
1	: ?	AROMATHERAPY	?.		
4	: ?	sand ATTACK	?.		
7	: ?	BULLET SEED	?.		
10	: ?	DISARMING VOICE	?.		
13	: ?	LEECH SEED	?.		
16	: ?	CHARM	?.		
22	: ?	HEADBUTT	?.		
26	: ?	MILK DRINK	?.		
30	: ?	JUMP KICK	?.		
36	: ?	SEED BOMB	?.		
38	: ?	NATURES MADNESS	?.		
43	: ?	HORN LEECH	?.		
47	: ?	MOONBLAST	?.		
54	: ?	PETAL DANCE	?.		
61	: ?	MEGAHORN	?.		}.}.
Name		Clue_Scroll_Yak	: {	175	:{
1	: ?	SMART STRIKE	?.		
1	: ?	AUTOTOMIZE	?.		
1	: ?	AROMATHERAPY	?.		
4	: ?	SAND ATTACK	?.		
7	: ?	BULLET SEED	?.		
10	: ?	DISARMING VOICE	?.		
13	: ?	LEECH SEED	?.		
16	: ?	CHARM	?.		
22	: ?	DIG	?.		
26	: ?	MILK DRINK	?.		
30	: ?	SMART STRIKE	?.		
36	: ?	SEED BOMB	?.		
38	: ?	FORESIGHT	?.		
43	: ?	HORN LEECH	?.		
47	: ?	HEAVY SLAM	?.		
54	: ?	PETAL DANCE	?.		
61	: ?	MEGAHORN	?.		}.}.
Name		Minitrice	: {	176	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	FEATHERDANCE	?.		
25	: ?	ANCIENTPOWER	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		}.}.
Name		Cockatrice	: {	177	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	FLY	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	FEATHERDANCE	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	WING ATTACK	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	AIR CUTTER	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	SKY ATTACK	?.		}.}.
Name		Guthatrice	: {	178	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	STRENGTH SAP	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	LEECH SEED	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	GIGA DRAIN	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	SEED BOMB	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	SOLARBEAM	?.		}.}.
Name		Zamatrice	: {	179	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	SWAGGER	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	WILL O WISP	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	FLAME BURST	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	FLAME WHEEL	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	BURN UP	?.		}.}.
Name		Saratrice	: {	180	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	RAIN DANCE	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	SOAK	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	BRINE	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	SPARKLING ARIA	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	HYDRO PUMP	?.		}.}.
Name		Corxatrice	: {	181	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	PSYCHIC	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	NASTY PLOT	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	FOUL PLAY	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	DARK PULSE	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	NIGHT DAZE	?.		}.}.
Name		Vulatrice	: {	182	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	SANDSTORM	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	BONE RUSH	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	SAND TOMB	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	BONEMERANG	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	STOMPING TANTRUM	?.		}.}.
Name		Pengatrice	: {	183	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	AURORA VEIL	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	HAIL	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	AURORA BEAM	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	ICE BEAM	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	BLIZZARD	?.		}.}.
Name		Chocatrice	: {	184	:{
1	: ?	SCRATCH	?.		
1	: ?	LEER	?.		
1	: ?	SWEET SCENT	?.		
5	: ?	PECK	?.		
9	: ?	ROCK THROW	?.		
13	: ?	LICK	?.		
17	: ?	GLARE	?.		
20	: ?	AROMATIC MIST	?.		
25	: ?	ANCIENTPOWER	?.		
27	: ?	DAZZLING GLEAM	?.		
29	: ?	COIL	?.		
33	: ?	ROCK TOMB	?.		
35	: ?	DRAINING KISS	?.		
37	: ?	MEAN LOOK	?.		
41	: ?	DRILL PECK	?.		
45	: ?	HEAD SMASH	?.		
49	: ?	PLAY ROUGH	?.		}.}.
Name		Sproutling_Summer_Form	: {	185*	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
5	: ?	CHARM	?.		
10	: ?	ABSORB	?.		
14	: ?	ATTRACT	?.		
19	: ?	EMBER	?.		
25	: ?	SUNNY DAY	?.		
32	: ?	FIRE BLAST	?.		
38	: ?	HEADBUTT	?.		
45	: ?	RECOVER	?.		}.}.
Name		Sproutling_Spring_Form	: {	185*	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
5	: ?	CHARM	?.		
10	: ?	ABSORB	?.		
14	: ?	ATTRACT	?.		
19	: ?	DISARMING VOICE	?.		
25	: ?	MISTY TERRAIN	?.		
32	: ?	MOONBLAST	?.		
38	: ?	HEADBUTT	?.		
45	: ?	RECOVER	?.		}.}.
Name		Sproutling_Winter_Form	: {	185*	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
5	: ?	CHARM	?.		
10	: ?	ABSORB	?.		
14	: ?	ATTRACT	?.		
19	: ?	POWDER SNOW	?.		
25	: ?	HAIL	?.		
32	: ?	BLIZZARD	?.		
38	: ?	HEADBUTT	?.		
45	: ?	RECOVER	?.		}.}.
Name		Sproutling_Autumn_Form	: {	185*	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
5	: ?	CHARM	?.		
10	: ?	ABSORB	?.		
14	: ?	ATTRACT	?.		
19	: ?	MUD SHOT	?.		
25	: ?	SANDSTORM	?.		
32	: ?	PRECIPICE BLADES	?.		
38	: ?	HEADBUTT	?.		
45	: ?	RECOVER	?.		}.}.
Name		Kalphite_Worker	: {	186	:{
1	: ?	POISON STING	?.		
1	: ?	SAND ATTACK	?.		
8	: ?	BUG BITE	?.		
15	: ?	INFESTATION	?.		
22	: ?	STRUGGLE BUG	?.		
29	: ?	POISON FANG	?.		
31	: ?	ROCK BLAST	?.		
35	: ?	BUG BUZZ	?.		
41	: ?	FLAIL	?.		}.}.
Name		Kalphite_Soldier	: {	187	:{
1	: ?	POISON STING	?.		
1	: ?	SAND ATTACK	?.		
9	: ?	BUG BITE	?.		
16	: ?	INFESTATION	?.		
22	: ?	STRUGGLE BUG	?.		
29	: ?	POISON FANG	?.		
32	: ?	ROCK BLAST	?.		
35	: ?	BUG BUZZ	?.		
41	: ?	FLAIL	?.		
48	: ?	DIG	?.		}.}.
Name		KalphiteGuardian	: {	188	:{
1	: ?	POISON STING	?.		
1	: ?	SAND ATTACK	?.		
1	: ?	FELL STINGER	?.		
5	: ?	BUG BITE	?.		
9	: ?	WORK UP	?.		
16	: ?	INFESTATION	?.		
22	: ?	STRUGGLE BUG	?.		
29	: ?	POISON FANG	?.		
32	: ?	ROCK SLIDE	?.		
36	: ?	BUG BUZZ	?.		
39	: ?	SCARY FACE	?.		
43	: ?	FLAIL	?.		
46	: ?	CROSS POISON	?.		
50	: ?	DIG	?.		}.}.
Name		Kalphite_Queen	: {	189	:{
1	: ?	POISON STING	?.		
1	: ?	DIG	?.		
1	: ?	FELL STINGER	?.		
9	: ?	BUG BITE	?.		
15	: ?	INFESTATION	?.		
23	: ?	STRUGGLE BUG	?.		
29	: ?	POISON FANG	?.		
37	: ?	ROCK SLIDE	?.		
43	: ?	BUG BUZZ	?.		
50	: ?	MEAN LOOK	?.		
57	: ?	PROTECT	?.		
65	: ?	BANEFUL BUNKER	?.		
71	: ?	SAFEGUARD	?.		
79	: ?	CROSS POISON	?.		
85	: ?	TOXIC	?.		
93	: ?	X SCISSOR	?.		
99	: ?	SLUDGE WAVE	?.		}.}.
Name		Kalphite_King	: {	190	:{
1	: ?	ABSORB	?.		
1	: ?	DIG	?.		
1	: ?	FELL STINGER	?.		
9	: ?	BUG BITE	?.		
15	: ?	INFESTATION	?.		
23	: ?	STRUGGLE BUG	?.		
29	: ?	POISON FANG	?.		
37	: ?	STONE EDGE	?.		
43	: ?	BUG BUZZ	?.		
50	: ?	MEAN LOOK	?.		
57	: ?	PSYCHIC	?.		
65	: ?	SYNCHRONOISE	?.		
71	: ?	SPORE	?.		
79	: ?	GUILLOTINE	?.		
85	: ?	TOXIC	?.		
93	: ?	X SCISSOR	?.		
99	: ?	PSYSTRIKE	?.		}.}.
Name		Rue	: {	191	:{
1	: ?	CONFUSION	?.		
1	: ?	MAGNET RISE	?.		
4	: ?	ROLE PLAY	?.		
7	: ?	GUARD SPLIT	?.		
11	: ?	BARRIER	?.		
14	: ?	EXTRASENSORY	?.		
16	: ?	HEAL PULSE	?.		
21	: ?	FUTURE SIGHT	?.		
24	: ?	PSYBEAM	?.		
29	: ?	POWER TRICK	?.		
34	: ?	MAGIC ROOM	?.		
36	: ?	CALM MIND	?.		
39	: ?	PSYCHIC	?.		
41	: ?	HEALING WISH	?.		
44	: ?	LIGHT SCREEN	?.		
46	: ?	IMPRISON	?.		
52	: ?	DOOM DESIRE	?.		}.}.
Name		Monty	: {	192	:{
1	: ?	BITE	?.		
1	: ?	SCRATCH	?.		
4	: ?	SHARPEN	?.		
7	: ?	AERIAL ACE	?.		
11	: ?	POISON FANG	?.		
14	: ?	IRON TAIL	?.		
16	: ?	GLARE	?.		
21	: ?	RETALIATE	?.		
24	: ?	COIL	?.		
29	: ?	LEAF BLADE	?.		
34	: ?	SLASH	?.		
36	: ?	SWORDS DANCE	?.		
39	: ?	SMART STRIKE	?.		
41	: ?	SCREECH	?.		
44	: ?	NIGHT SLASH	?.		
46	: ?	WRING OUT	?.		
52	: ?	SACRED SWORD	?.		}.}.
Name		Zygomite	: {	193	:{
1	: ?	ABSORB	?.		
1	: ?	GROWTH	?.		
1	: ?	SPORE	?.		
6	: ?	DISARMING VOICE	?.		
8	: ?	POISONPOWDER	?.		
12	: ?	MEGA DRAIN	?.		
15	: ?	SLEEP POWDER	?.		
18	: ?	INGRAIN	?.		
20	: ?	DRAINING KISS	?.		
24	: ?	WORRY SEED	?.		
28	: ?	GIGA DRAIN	?.		
32	: ?	SPORE	?.		
35	: ?	RAGE POWDER	?.		
43	: ?	MOONBLAST	?.		
49	: ?	TOXIC	?.		
54	: ?	SYNTHESIS	?.		
62	: ?	CLEAR SMOG	?.		}.}.
Name		Abyssaling	: {	194	:{
1	: ?	TELEPORT	?.		
1	: ?	SCRATCH	?.		
8	: ?	BUG BITE	?.		
15	: ?	CONFUSION	?.		
22	: ?	INFESTATION	?.		
29	: ?	LEECH LIFE	?.		
31	: ?	BATON PASS	?.		
35	: ?	U TURN	?.		
41	: ?	PSYCHO CUT	?.		}.}.
Name		Abyssal_Minion	: {	195	:{
1	: ?	TELEPORT	?.		
1	: ?	SCRATCH	?.		
9	: ?	BUG BITE	?.		
16	: ?	CONFUSION	?.		
22	: ?	INFESTATION	?.		
29	: ?	LEECH LIFE	?.		
32	: ?	BATON PASS	?.		
35	: ?	U TURN	?.		
41	: ?	PSYCHO CUT	?.		
48	: ?	TRICK ROOM	?.		}.}.
Name		Abyssal_Demon	: {	196	:{
1	: ?	TELEPORT	?.		
1	: ?	SCRATCH	?.		
1	: ?	X SCISSOR	?.		
5	: ?	NONE	?.		
9	: ?	BUG BITE	?.		
16	: ?	CONFUSION	?.		
22	: ?	INFESTATION	?.		
29	: ?	LEECH LIFE	?.		
32	: ?	BATON PASS	?.		
36	: ?	U TURN	?.		
39	: ?	CONFUSE RAY	?.		
43	: ?	PSYCHO CUT	?.		
46	: ?	SLASH	?.		
50	: ?	TRICK ROOM	?.		
54	: ?	PHANTOM FORCE	?.		
59	: ?	MAGIC ROOM	?.		
63	: ?	X SCISSOR	?.		
70	: ?	HYPERSPACE HOLE	?.		}.}.
Name		Abyssal_Sire	: {	197	:{
1	: ?	TELEPORT	?.		
1	: ?	SCRATCH	?.		
1	: ?	X SCISSOR	?.		
9	: ?	NONE	?.		
16	: ?	BUG BITE	?.		
20	: ?	CONFUSION	?.		
28	: ?	INFESTATION	?.		
31	: ?	LEECH LIFE	?.		
34	: ?	BATON PASS	?.		
39	: ?	U TURN	?.		
42	: ?	CONFUSE RAY	?.		
45	: ?	PSYCHO CUT	?.		
48	: ?	SLASH	?.		
53	: ?	TRICK ROOM	?.		
58	: ?	PHANTOM FORCE	?.		
63	: ?	MAGIC ROOM	?.		
66	: ?	X SCISSOR	?.		
74	: ?	HYPERSPACE HOLE	?.		}.}.
Name		Abyssal_Parasite	: {	198	:{
1	: ?	ABSORB	?.		
1	: ?	HOWL	?.		
5	: ?	GROWL	?.		
9	: ?	BUG BITE	?.		
13	: ?	BUG BITE	?.		
15	: ?	TRICK	?.		
17	: ?	TRICK ROOM	?.		
20	: ?	LEECH LIFE	?.		
24	: ?	HONE CLAWS	?.		
27	: ?	PSYBEAM	?.		
32	: ?	SCREECH	?.		
35	: ?	X SCISSOR	?.		
40	: ?	GIGA DRAIN	?.		
42	: ?	MEAN LOOK	?.		
48	: ?	U TURN	?.		
50	: ?	PSYCHO CUT	?.		}.}.
Name		Abyssal_Lurker	: {	199	:{
1	: ?	ABSORB	?.		
1	: ?	HOWL	?.		
5	: ?	GROWL	?.		
9	: ?	BUG BITE	?.		
13	: ?	BITE	?.		
15	: ?	TRICK	?.		
17	: ?	WING ATTACK	?.		
20	: ?	LEECH LIFE	?.		
24	: ?	HONE CLAWS	?.		
27	: ?	AERIAL ACE	?.		
32	: ?	CRUNCH	?.		
35	: ?	ODOR SLEUTH	?.		
40	: ?	FEATHERDANCE	?.		
42	: ?	MEAN LOOK	?.		
48	: ?	U TURN	?.		
50	: ?	BOUNCE	?.		}.}.
Name		Abyssal_Titan	: {	200	:{
1	: ?	ABSORB	?.		
1	: ?	HOWL	?.		
1	: ?	DYNAMIC PUNCH	?.		
1	: ?	CLOSE COMBAT	?.		
7	: ?	GROWL	?.		
10	: ?	BUG BITE	?.		
14	: ?	PUNISHMENT	?.		
15	: ?	TRICK	?.		
18	: ?	POWERUP PUNCH	?.		
21	: ?	LEECH LIFE	?.		
26	: ?	BULK UP	?.		
29	: ?	VITAL THROW	?.		
35	: ?	FOCUS ENERGY	?.		
39	: ?	FOCUS PUNCH	?.		
42	: ?	FIRE PUNCH	?.		
46	: ?	MEAN LOOK	?.		
52	: ?	MEGAHORN	?.		
60	: ?	METEOR MASH	?.		}.}.
Name		Tz_Kih	: {	201	:{
1	: ?	EMBER	?.		
1	: ?	LEER	?.		
3	: ?	STEALTH ROCK	?.		
7	: ?	ANCIENTPOWER	?.		
10	: ?	SMOKESCREEN	?.		
14	: ?	FLAME BURST	?.		
16	: ?	TORMENT	?.		
19	: ?	WING ATTACK	?.		
24	: ?	WHIRLWIND	?.		
28	: ?	LAVA PLUME	?.		
31	: ?	WILL O WISP	?.		
36	: ?	ACID ARMOR	?.		
40	: ?	FLAMETHROWER	?.		
43	: ?	NATURE POWER	?.		
46	: ?	HEAT WAVE	?.		}.}.
Name		Tz_Kek	: {	202	:{
1	: ?	EMBER	?.		
1	: ?	LEER	?.		
3	: ?	STEALTH ROCK	?.		
8	: ?	ANCIENTPOWER	?.		
11	: ?	SMOKESCREEN	?.		
15	: ?	FLAME BURST	?.		
17	: ?	TORMENT	?.		
20	: ?	ROCK TOMB	?.		
25	: ?	ANCIENTPOWER	?.		
30	: ?	LAVA PLUME	?.		
33	: ?	WILL O WISP	?.		
38	: ?	ACID ARMOR	?.		
42	: ?	FLAMETHROWER	?.		
45	: ?	NATURE POWER	?.		
50	: ?	HEAT WAVE	?.		
53	: ?	EARTH POWER	?.		}.}.
Name		Tok_Xil	: {	203	:{
1	: ?	EMBER	?.		
1	: ?	LEER	?.		
3	: ?	STEALTH ROCK	?.		
8	: ?	ANCIENTPOWER	?.		
11	: ?	SMOKESCREEN	?.		
15	: ?	FLAME BURST	?.		
18	: ?	TORMENT	?.		
22	: ?	ROCK TOMB	?.		
26	: ?	ANCIENTPOWER	?.		
31	: ?	LAVA PLUME	?.		
35	: ?	WILL O WISP	?.		
40	: ?	ACID ARMOR	?.		
44	: ?	FLAMETHROWER	?.		
48	: ?	NATURE POWER	?.		
52	: ?	HEAT WAVE	?.		
55	: ?	EARTH POWER	?.		
60	: ?	MAGMA STORM	?.		}.}.
Name		Toktz_Ket_Dill	: {	204	:{
1	: ?	SCRATCH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	HARDEN	?.		
4	: ?	ROTOTILLER	?.		
7	: ?	MUD SHOT	?.		
10	: ?	ROCK TOMB	?.		
13	: ?	FIRE SPIN	?.		
16	: ?	IRON DEFENSE	?.		
22	: ?	FLAME BURST	?.		
26	: ?	DIG	?.		
30	: ?	SHARPEN	?.		
34	: ?	EARTHQUAKE	?.		
38	: ?	ROCK SLIDE	?.		
43	: ?	EARTH POWER	?.		
47	: ?	ROAR	?.		
52	: ?	FIRE BLAST	?.		
60	: ?	ERUPTION	?.		}.}.
Name		Ket_Zek	: {	205	:{
1	: ?	SCRATCH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	HARDEN	?.		
4	: ?	ROTOTILLER	?.		
7	: ?	MUD SHOT	?.		
10	: ?	ROCK TOMB	?.		
13	: ?	FIRE SPIN	?.		
16	: ?	IRON DEFENSE	?.		
22	: ?	FLAME BURST	?.		
26	: ?	DIG	?.		
30	: ?	SHARPEN	?.		
36	: ?	EARTHQUAKE	?.		
38	: ?	ROCK SLIDE	?.		
43	: ?	EARTH POWER	?.		
47	: ?	ROAR	?.		
54	: ?	FIRE BLAST	?.		
61	: ?	ERUPTION	?.		}.}.
Name		Yt_HurKot	: {	206	:{
1	: ?	EMBER	?.		
1	: ?	SCRATCH	?.		
1	: ?	HARDEN	?.		
4	: ?	GROWL	?.		
7	: ?	BITE	?.		
10	: ?	FLAME WHEEL	?.		
13	: ?	ROCK TOMB	?.		
16	: ?	SMOKESCREEN	?.		
22	: ?	CRUNCH	?.		
26	: ?	IRON DEFENSE	?.		
30	: ?	HONE CLAWS	?.		
34	: ?	STOMPING TANTRUM	?.		
38	: ?	POWER GEM	?.		
43	: ?	FLARE BLITZ	?.		
47	: ?	EARTH POWER	?.		
52	: ?	COIL	?.		
60	: ?	MAGMA STORM	?.		}.}.
Name		Yt_MejKot	: {	207	:{
1	: ?	EMBER	?.		
1	: ?	SCRATCH	?.		
1	: ?	HARDEN	?.		
4	: ?	GROWL	?.		
7	: ?	BITE	?.		
10	: ?	FLAME WHEEL	?.		
13	: ?	ROCK TOMB	?.		
16	: ?	SMOKESCREEN	?.		
22	: ?	CRUNCH	?.		
26	: ?	IRON DEFENSE	?.		
30	: ?	HONE CLAWS	?.		
36	: ?	STOMPING TANTRUM	?.		
38	: ?	POWER GEM	?.		
43	: ?	FLARE BLITZ	?.		
47	: ?	EARTH POWER	?.		
54	: ?	COIL	?.		
61	: ?	MAGMA STORM	?.		}.}.
Name		TzRek_Jad	: {	208	:{
1	: ?	SAND ATTACK	?.		
1	: ?	EMBER	?.		
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
5	: ?	HARDEN	?.		
13	: ?	FLAME CHARGE	?.		
20	: ?	BULK UP	?.		
29	: ?	STOMPING TANTRUM	?.		
37	: ?	STEALTH ROCK	?.		
42	: ?	FLAMETHROWER	?.		
50	: ?	EARTH POWER	?.		
