, , , , , , , BASE STATS, , , , , , , , EXTRA INFORMATION, , , , , , , , , , , , EFFORT VALUES, , , , , , , Unnecessary Information, , , , , 
330, Frogeel, WATER, ELECTRIC, BERSERK, VOLT_ABSORB, , 515, 85, 75, 100, 115, 75, 65, , -, -, 132, fast, 50, 65, 70, 10, WATER_1, LIFE, 0, , , , , 2, , , , , Invention, 2560, EXPERIMENT, Frogeel, VOLT_ABSORB
331, Spiderling, BUG, POISON, SWARM, GOOSEBUMPS, , 270, 30, 55, 55, 20, 55, 55, , -, -, 31, medium fast, 50, 255, 70, 15, BUG, LIFE, 0, , , , , , , 1, , , Crafting, 3840, SPIDER, Spiderling, POISON_POINT
332, Spider_Giant_Form, BUG, POISON, SWARM, GOOSEBUMPS, , 355, 65, 80, 45, 55, 45, 65, , -, -, 69, medium fast, 50, 120, 70, 15, BUG, LIFE, 0, , , 2, , , , , , , Crafting, 3840, SPIDER, Spider, POISON_POINT
333, Spider_DeadlyRed_Form, BUG, POISON, SWARM, GOOSEBUMPS, , 500, 70, 115, 80, 95, 80, 60, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, LIFE, 0, , , 2, , , , , , , Herblore, 3840, SPIDER, Spider, POISON_POINT
334, Spider_Jungle_Form, BUG, POISON, SWARM, COMPOUND_EYES, , 500, 80, 95, 80, 85, 65, 95, , -, -, 125, medium fast, 50, 120, 70, 15, BUG, LIFE, 0, , , 2, , , , , , , Crafting, 3840, SPIDER, Spider, POISON_TOUCH
335, Spider_Blessed_Form, BUG, ELECTRIC, VOLT_ABSORB, COMPOUND_EYES, , 500, 75, 75, 70, 115, 90, 75, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, LIFE, 0, , , , , 2, , , , , Quest, 3840, SPIDER, Spider, SWARM
336, Spider_Huge_Form, BUG, POISON, GOOSEBUMPS, COMPOUND_EYES, , 355, 65, 95, 50, 65, 30, 50, , -, -, 69, medium fast, 50, 120, 70, 15, BUG, LIFE, 0, , , 2, , , , , , , construction, 3840, SPIDER, Spider, SWARM
337, Spider_Night_Form, BUG, DARK, GOOSEBUMPS, COMPOUND_EYES, , 500, 70, 85, 65, 90, 85, 105, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, LIFE, 0, , , , 2, , , , , , Dungeoneering, 3840, SPIDER, Spider, GOOEY
338, Spider_Ice_Form, BUG, ICE, ICE_BODY, GOOSEBUMPS, , 500, 70, 85, 105, 85, 75, 80, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, LIFE, 0, , , , 2, , , , , , Quest, 3840, SPIDER, Spider, SWARM
339, Spider_Spirit_Form, BUG, FAIRY, GOOSEBUMPS, COMPOUND_EYES, , 500, 85, 75, 75, 105, 95, 65, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, LIFE, 0, , , , , , 2, , , , Summoning, 3840, SPIDER, Spider, 
340, Eek, BUG, GHOST, GOOEY, PRANKSTER, , 355, 55, 75, 55, 75, 45, 50, , -, -, 69, medium fast, 50, 190, 70, 20, BUG, LIFE, 0, , 2, , , , , , , , Quest, 5120, SPIDER, Eek, GOOEY
341, MinstrlWeb, BUG, STEEL, STORM_DRAIN, GOOSEBUMPS, , 565, 120, 80, 140, 85, 110, 30, , -, -, 69, medium fast, 50, 190, 70, 20, BUG, LIFE, 0, , , , 2, , , , , , Quest, 5120, SPIDER, MinstrlWeb, SWARM
342, Sarachnis, BUG, POISON, POISON_POINT, GOOSEBUMPS, , 600, 95, 105, 80, 100, 80, 140, , -, -, 148, medium fast, 50, 45, 70, 15, BUG, LIFE, 0, , , 3, , , , , , , Attack, 3840, SPIDER, Sarachnis, 
343, Venenatis, BUG, DARK, CURSED_BODY, GOOSEBUMPS, , 600, 90, 130, 90, 110, 60, 120, , -, -, 145, medium fast, 50, 45, 70, 15, BUG, LIFE, 0, , , 3, , , , , , , Attack, 3840, SPIDER, Venenatis, 
344, Spidine, BUG, WATER, CUTE_CHARM, GOOSEBUMPS, , 500, 110, 87, 60, 86, 60, 97, , -, -, 125, fluctuating, 50, 75, 70, 15, BUG, LIFE, 0, , , , , , 2, 1, , , Invention, 3840, EXPERIMENT, Spidine, POISON_POINT
345, Crayfish, WATER, BUG, SWIFT_SWIM, PINCERS, , 250, 55, 55, 55, 30, 30, 25, , -, -, 47, fast, 50, 255, 70, 15, WATER_2, LIFE, 0, , , , 1, , , , , , Fishing, 3840, LOBSTER, Crayfish, TOUGH_CLAWS
346, Shrimp, WATER, BUG, SWIFT_SWIM, SHELL_ARMOR, , 315, 60, 70, 60, 40, 40, 45, , -, -, 87, fast, 50, 127, 70, 15, WATER_2, LIFE, 0, , , , 2, , , , , , Fishing, 3840, LOBSTER, Shrimp, TOUGH_CLAWS
347, Lobster_Normal_Form, WATER, BUG, SWIFT_SWIM, PINCERS, , 510, 105, 85, 85, 75, 95, 65, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, LIFE, 0, , , 1, 2, , , , , , Fishing, 3840, LOBSTER, Lobster, TOUGH_CLAWS
348, Lobster_Golden_Form, WATER, BUG, PINCERS, TOUGH_CLAWS, , 510, 80, 95, 100, 85, 75, 75, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, LIFE, 0, , , 1, 2, , , , , , Construction, 3840, LOBSTER, Lobster, HYPER_CUTTER
349, Lobster_Giant_Form, ROCK, BUG, RAIN_DISH, PINCERS, , 510, 80, 95, 120, 75, 75, 65, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, LIFE, 0, , , 2, 1, , , , , , Quest, 3840, LOBSTER, Lobster, TOUGH_CLAWS
350, Lobster_Heim_Form, WATER, BUG, DRY_SKIN, PINCERS, , 510, 100, 100, 80, 75, 65, 90, , -, -, 143, fast, 50, 255, 70, 15, WATER_2, LIFE, 0, , , 1, 2, , , , , , Dungeoneering, 3840, LOBSTER, Lobster, HYPER_CUTTER
351, Lobster_Obsidian_Form, WATER, FAIRY, RAIN_DISH, PINCERS, , 515, 95, 80, 65, 85, 105, 85, , -, -, 143, fast, 50, 255, 70, 15, WATER_2, LIFE, 0, , , 2, , , 1, , , , Quest, 3840, LOBSTER, Lobster, DAZZLING
352, Crab_Red_Form, WATER, -, HYPER_CUTTER, PINCERS, , 250, 50, 75, 40, 35, 25, 25, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , 1, , , , , , , Fishing, 3840, CRAB, Crab, SHEER_FORCE
353, Giant_Crab_Red_Form, WATER, -, HYPER_CUTTER, PINCERS, , 480, 70, 110, 100, 85, 65, 50, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , 2, , , , , , , Fishing, 3840, CRAB, Giant Crab, SHEER_FORCE
354, Crab_Moss_Form, WATER, -, PINCERS, SHEER_FORCE, , 250, 50, 75, 40, 35, 25, 25, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , 1, , , , , , , Fishing, 3840, CRAB, Crab, SHELL_ARMOR
355, Giant_Crab_Moss_Form, WATER, -, PINCERS, SHEER_FORCE, , 480, 70, 100, 110, 85, 65, 50, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , 2, , , , , , , Fishing, 3840, CRAB, Giant Crab, SHELL_ARMOR
356, Crab_RumPumped_Form, WATER, POISON, PINCERS, MOODY, , 250, 50, 75, 40, 35, 25, 25, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , , 1, , , , , , Dungeoneering, 3840, CRAB, Crab, 
357, Giant_Crab_RumPumped_Form, WATER, POISON, PINCERS, MOODY, , 480, 70, 100, 85, 110, 50, 65, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , , 2, , , , , , Dungeoneering, 3840, CRAB, Giant Crab, SHELL_ARMOR
358, Crab_Dark_Form, WATER, DARK, DARK_AURA, PINCERS, , 250, 50, 35, 40, 75, 25, 25, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , , , 1, , , , , Fishing, 3840, CRAB, Crab, 
359, Giant_Crab_Dark_Form, WATER, DARK, DARK_AURA, PINCERS, , 480, 70, 95, 85, 115, 65, 50, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , , , 2, , , , , Fishing, 3840, CRAB, Giant Crab, DARK_AURA
360, Crab_Grey_Form, WATER, -, PINCERS, SWIFT_SWIM, , 250, 50, 35, 40, 25, 25, 75, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , 1, , , , , , , Fishing, 3840, CRAB, Crab, 
361, Giant_Crab_Grey_Form, WATER, -, PINCERS, SWIFT_SWIM, , 480, 70, 85, 95, 85, 65, 80, , -, -, 123, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , 2, , , , , , , Fishing, 3840, CRAB, Giant Crab, 
362, Knife_Crab, WATER, -, INTIMIDATE, DANCER, , 390, 40, 250, 25, 25, 20, 30, , -, -, 86, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , 3, , , , , , , Fishing, 3840, CRAB, Crab, SHELL_ARMOR
363, Heim_Crab, WATER, ROCK, SHEER_FORCE, CUTE_CHARM, , 325, 40, 80, 90, 50, 40, 25, , -, -, 87, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , , 1, , , , , , Dungeoneering, 3840, CRAB, Heim Crab, SHEER_FORCE
364, WebSnipper, WATER, ROCK, SHEER_FORCE, PINCERS, , 460, 80, 90, 120, 70, 60, 40, , -, -, 113, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , 1, , 1, , , , , , Dungeoneering, 3840, CRAB, WebSnipper, SHEER_FORCE
365, Blue_Crab, WATER, STEEL, PINCERS, FILTER, , 460, 70, 60, 130, 95, 50, 55, , -, -, 113, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , , , 2, , , , , , Dungeoneering, 3840, CRAB, Blue Crab, SHEER_FORCE
366, Crablet_First_Form, WATER, -, HYPER_CUTTER, PINCERS, , 215, 25, 65, 65, 15, 15, 30, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , 1, , , , , , , , Mining, 3840, CRAB, Crablet, DISGUISE
367, Crablet_Second_Form, WATER, -, HYPER_CUTTER, PINCERS, , 215, 25, 65, 65, 15, 15, 30, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , 1, , , , , , , , Mining, 3840, CRAB, Crablet, DISGUISE
368, Crablet_Third_Form, WATER, -, HYPER_CUTTER, PINCERS, , 215, 25, 65, 65, 15, 15, 30, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , 1, , , , , , , , Mining, 3840, CRAB, Crablet, DISGUISE
369, Crablet_Forth_Form, WATER, -, HYPER_CUTTER, PINCERS, , 215, 25, 65, 65, 15, 15, 30, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , 1, , , , , , , , Mining, 3840, CRAB, Crablet, DISGUISE
370, Crablet_Fifth_Form, WATER, -, HYPER_CUTTER, PINCERS, , 215, 25, 65, 65, 15, 15, 30, , -, -, 55, fast, 50, 255, 70, 15, WATER_2, WATER_3, 0, , 1, , , , , , , , Mining, 3840, CRAB, Crablet, DISGUISE
371, Crawler_Cave_Form, POISON, -, POISON_TOUCH, DAMP, , 251, 60, 30, 25, 45, 45, 46, , -, -, 60, medium slow, 40, 160, 50, 15, MONSTER, , 0, , , , 1, , , , , , Slayer, 3840, SLAYER, Crawler, DAMP
372, Crawler_Chasm_Form, POISON, -, POISON_TOUCH, DAMP, , 373, 80, 60, 65, 60, 60, 48, , -, -, 106, medium slow, 40, 110, 50, 15, MONSTER, , 0, , , , 2, , , , , , Slayer, 3840, SLAYER, Crawler, DAMP
373, Crawler_Monstrous_Form, POISON, GRASS, POISON_TOUCH, EFFECT_SPORE, , 516, 120, 93, 97, 76, 78, 52, , -, -, 143, medium slow, 40, 45, 50, 15, MONSTER, , 0, , , , 3, , , , , , Slayer, 3840, SLAYER, Crawler, DAMP
374, Winston, ROCK, -, BATTLE_ARMOR, VITAL_SPIRIT, , 260, 70, 40, 65, 15, 65, 5, , -, -, 56, Medium slow, 50, 200, 70, 20, MONSTER, WATER_3, 0, , , , 1, , , , , , Defence, 5120, TORTOISE, Winston, SHELL_ARMOR
375, Tortoise_Normal_Form, ROCK, -, BATTLE_ARMOR, VITAL_SPIRIT, , 400, 90, 45, 120, 40, 80, 25, , -, -, 86, Medium slow, 50, 60, 70, 20, MONSTER, WATER_3, 0, , , , 2, , , , , , Defence, 5120, TORTOISE, Tortoise, SHELL_ARMOR
376, Tortoise_Warped_Form, ROCK, PSYCHIC, BATTLE_ARMOR, MOODY, , 505, 90, 90, 130, 80, 80, 35, , -, -, 130, medium slow, 50, 60, 0, 20, MONSTER, WATER_3, 0, , , , 2, 1, , , , , Invention, 5120, TORTOISE, Tortoise, MOODY
377, Tortoise_War_Form, ROCK, STEEL, BATTLE_ARMOR, VITAL_SPIRIT, , 400, 90, 40, 100, 45, 100, 25, , -, -, 86, Medium slow, 50, 60, 70, 20, MONSTER, WATER_3, 0, , , , 2, , , , , , Defence, 5120, TORTOISE, Tortoise, SHELL_ARMOR
378, Valluta, ROCK, STEEL, BATTLE_ARMOR, GRASSY_SURGE, , 600, 95, 70, 170, 70, 170, 25, , -, -, 130, medium slow, 90, 60, 0, 20, MONSTER, WATER_3, 0, , , , 2, , 2, , , , Quest, 5120, TORTOISE, Valluta, FILTER
379, Sea_Turtle, ROCK, WATER, BATTLE_ARMOR, SWIFT_SWIM, , 400, 90, 40, 85, 45, 80, 60, , -, -, 86, medium slow, 50, 60, 70, 20, MONSTER, WATER_3, 0, , , , 2, , , , , , Defence, 5120, TORTOISE, Sea Turtle, WATER_VEIL
380, Sea_Turtle_Treasure_Form, ROCK, WATER, BATTLE_ARMOR, SWIFT_SWIM, , 505, 100, 80, 90, 80, 100, 55, , -, -, 130, medium slow, 50, 60, 70, 20, MONSTER, WATER_3, 0, , , , 2, , , 1, , , Defence, 5120, TORTOISE, Sea Turtle, 
381, Herbert, ROCK, GRASS, EFFECT_SPORE, CHLOROPHYLL, , 310, 65, 40, 75, 40, 75, 15, , -, -, 67, Medium slow, 50, 180, 70, 20, MONSTER, WATER_3, 0, , 1, , 2, , , , , , Defence, 5120, TORTOISE, Herbert, 
382, Xinachto, ROCK, GRASS, EFFECT_SPORE, CHLOROPHYLL, , 600, 100, 80, 145, 120, 110, 45, , -, -, 245, medium fast, Genderless, 25, 0, 20, MONSTER, WATER_3, 0, , 1, , 3, , , , , , Divination, 5120, TORTOISE / MAZCAB, Xinachto, SHELL_ARMOR
383, Cave_Slime, POISON, -, GOOEY, CLEAR_BODY, , 255, 70, 40, 30, 50, 55, 10, , -, -, 58, medium fast, Genderless, 200, 70, 15, AMORPHOUS, , 0, , 1, , , , , , , , Slayer, 3840, SLAYER, Cave Slime, CLEAR_BODY
384, Jelly_Normal_Form, POISON, GHOST, GOOEY, CLEAR_BODY, , 408, 100, 50, 60, 70, 90, 38, , -, -, 87, medium fast, Genderless, 65, 70, 15, AMORPHOUS, , 0, , 2, , , , , , , , Slayer, 3840, SLAYER, Jelly, CLEAR_BODY
385, Jelly_Warped_Form, POISON, PSYCHIC, MOODY, CLEAR_BODY, , 513, 120, 70, 90, 80, 110, 43, , -, -, 126, medium fast, Genderless, 65, 70, 15, AMORPHOUS, , 0, , 2, , , 1, , , , , Slayer, 3840, SLAYER, Jelly, CLEAR_BODY
386, Jelly_Spirit_Form, POISON, FAIRY, REFRIGERATE, CLEAR_BODY, , 513, 105, 60, 80, 95, 130, 43, , -, -, 125, medium fast, Genderless, 65, 70, 15, AMORPHOUS, , 0, , , , , 1, 2, , , , Summoning, 3840, SLAYER, Jelly, CLEAR_BODY
387, AbbySpectr, POISON, GHOST, GOOEY, CLEAR_BODY, , 513, 110, 85, 100, 75, 100, 43, , -, -, 126, medium fast, Genderless, 65, 70, 15, AMORPHOUS, , 0, , 2, , , , , , , , Slayer, 3840, SLAYER, AbbySpectr, CLEAR_BODY
388, Salamander_Green_Form, FIRE, -, FLASH_FIRE, MEGA_LAUNCHER, , 270, 35, 35, 35, 70, 40, 55, , -, -, 51, fast, 50, 255, 200, 15, DRAGON, LIFE, 0, , , , , 1, , , , , Ranged, 3840, HUNTER, Salamander, MEGA_LAUNCHER
389, Salamander_Orange_Form, FIRE, -, FLASH_FIRE, MEGA_LAUNCHER, , 330, 45, 45, 45, 85, 45, 65, , -, -, 61, fast, 50, 180, 70, 15, DRAGON, LIFE, 0, , , , , 2, , , , , Ranged, 3840, HUNTER, Salamander, MEGA_LAUNCHER
390, Salamander_Red_Form, FIRE, -, FLASH_FIRE, MEGA_LAUNCHER, , 435, 65, 65, 65, 105, 65, 70, , -, -, 81, fast, 50, 120, 70, 15, DRAGON, LIFE, 0, , , , , 2, , , , , Ranged, 3840, HUNTER, Salamander, MEGA_LAUNCHER
391, Salamander_Black_Form, FIRE, -, FLASH_FIRE, MEGA_LAUNCHER, , 490, 75, 75, 75, 115, 75, 75, , -, -, 101, fast, 50, 75, 70, 15, DRAGON, LIFE, 0, , , , , 2, , , , , Ranged, 3840, HUNTER, Salamander, MEGA_LAUNCHER
392, Salamander_Augmented_Form, FIRE, ELECTRIC, FLASH_FIRE, MEGA_LAUNCHER, , 540, 80, 80, 80, 140, 80, 80, , -, -, 161, fast, 50, 45, 70, 15, DRAGON, LIFE, 0, , , , , 3, , , , , Invention, 3840, HUNTER, Salamander, MEGA_LAUNCHER
393, Gecko, NORMAL, -, COLOR_CHANGE, PROTEAN, , 380, 80, 70, 45, 50, 45, 90, , -, -, 67, fast, 50, 200, 70, 20, DRAGON, LIFE, 0, , 1, , , , , , , , Hunter, 5120, HUNTER, Gecko, PROTEAN
394, Chameleon, NORMAL, -, COLOR_CHANGE, PROTEAN, , 475, 85, 80, 65, 80, 65, 100, , -, -, 89, fast, 50, 45, 70, 20, DRAGON, LIFE, 0, , 2, , , , , , , , Hunter, 5120, HUNTER, Chameleon, PROTEAN
395, Bloodveld, BUG, -, HAEMANCY, LIQUID_OOZE, , 264, 60, 45, 40, 45, 40, 34, , -, -, 51, slow, 50, 190, 0, 20, MONSTER, , 0, , 1, , , , , , , , Slayer, 5120, SLAYER, Bloodveld, LIQUID_OOZE
396, Bloodveld_Insatiable_Physical_Form, BUG, NORMAL, HAEMANCY, LIQUID_OOZE, , 340, 80, 75, 60, 45, 40, 40, , -, -, 87, slow, 50, 110, 0, 20, MONSTER, , 0, , 2, , , , , , , , Slayer, 5120, SLAYER, Bloodveld, LIQUID_OOZE
397, Bloodveld_Insatiable_Special_Form, BUG, DARK, HAEMANCY, HUSTLE, , 340, 80, 65, 40, 65, 50, 40, , -, -, 87, slow, 50, 110, 0, 20, MONSTER, , 0, , 2, , , , , , , , Slayer, 5120, SLAYER, Bloodveld, LIQUID_OOZE
398, Bloodveld_Mutated_Physical_Form, BUG, NORMAL, HAEMANCY, TANGLING_HAIR, , 535, 122, 111, 90, 75, 92, 45, , -, -, 123, slow, 50, 75, 0, 20, MONSTER, , 0, , 2, , , , , , , , Slayer, 5120, SLAYER, Bloodveld, TANGLING_HAIR
399, Bloodveld_Mutated_Special_Form, BUG, DARK, HAEMANCY, HUSTLE, , 535, 119, 89, 80, 111, 90, 46, , -, -, 123, slow, 50, 75, 0, 20, MONSTER, , 0, , 2, , , , , , , , Slayer, 5120, SLAYER, Bloodveld, LIQUID_OOZE
400, Reaver, BUG, -, HAEMANCY, HUSTLE, , 535, 100, 111, 78, 111, 79, 56, , -, -, 123, slow, 50, 75, 0, 20, MONSTER, , 0, , , 2, , , , , , , Slayer, 5120, , Reaver, 
401, Armaling, PSYCHIC, -, SWIFT_MIND, SWIFT_MIND, , 310, 45, 50, 40, 50, 35, 90, , -, -, 51, medium slow, 12.5, 180, 70, 20, FLYING, , 0, , , , , , , 1, , , Ranged, 5120, BIRD / STARTER, Armaling, PSYCHIC_SURGE
402, Armabird, PSYCHIC, FLYING, SWIFT_MIND, SWIFT_MIND, , 405, 55, 60, 50, 60, 65, 115, , -, -, 87, medium slow, 12.5, 120, 70, 20, FLYING, , 0, , , , , , , 2, , , Ranged, 5120, BIRD / STARTER, Armabird, PSYCHIC_SURGE
403, Armafalcon, PSYCHIC, FLYING, SWIFT_MIND, SWIFT_MIND, , 500, 65, 85, 50, 75, 65, 160, , -, -, 131, medium slow, 12.5, 45, 70, 20, FLYING, , 0, , , , , , , 3, , , Ranged, 5120, BIRD / STARTER, Armafalcon, PSYCHIC_SURGE
404, Ungodling, FIGHTING, -, UNDERDOG, UNDERDOG, , 312, 52, 52, 52, 52, 52, 52, , -, -, 68, medium slow, 12.5, 180, 70, 20, FLYING, , 0, , 1, , , , , , , , Agility, 5120, BIRD / STARTER, Ungodling, MOODY
405, Ungodbird, FIGHTING, FLYING, UNDERDOG, UNDERDOG, , 402, 67, 67, 67, 67, 67, 67, , -, -, 78, medium slow, 12.5, 120, 70, 20, FLYING, , 0, , 2, , , , , , , , Agility, 5120, BIRD / STARTER, Ungodbird, MOODY
406, Ungodgeon, FIGHTING, FLYING, UNDERDOG, UNDERDOG, , 504, 84, 84, 84, 84, 84, 84, , -, -, 134, medium slow, 12.5, 45, 70, 20, FLYING, , 0, , 3, , , , , , , , Agility, 5120, BIRD / STARTER, Ungodgeon, MOODY
407, Tumekling, ROCK, -, MENAPHITE, MENAPHITE, , 310, 65, 50, 60, 45, 65, 25, , -, -, 65, medium slow, 12.5, 180, 70, 20, FLYING, , 0, , , , 1, , , , , , Prayer, 5120, BIRD / STARTER, Tumekling, SAND_STREAM
408, Tumekbird, ROCK, FLYING, MENAPHITE, MENAPHITE, , 405, 70, 65, 80, 50, 80, 60, , -, -, 87, medium slow, 12.5, 120, 70, 20, FLYING, , 0, , , , 2, , , , , , Prayer, 5120, BIRD / STARTER, Tumekbird, SAND_STREAM
409, Tumekibis, ROCK, FLYING, MENAPHITE, MENAPHITE, , 500, 80, 65, 110, 70, 110, 65, , -, -, 135, medium slow, 12.5, 45, 70, 20, FLYING, , 0, , , , 3, , , , , , Prayer, 5120, BIRD / STARTER, Tumekibis, SAND_STREAM
410, Kerrit, GRASS, -, LEVITATE, LEVITATE, , 440, 50, 90, 60, 90, 60, 90, , -, -, 124, medium fast, 50, 90, 70, 20, MONSTER, , 0, , , , , , , 1, , , Hunter, 5120, MAZCAB, Kerrit, SPEED_BOOST
411, Snuffle, NORMAL, GROUND, RUN_AWAY, EMERGENCY_EXIT, , 440, 40, 65, 80, 60, 80, 115, , -, -, 124, medium fast, 50, 90, 70, 20, MONSTER, , 0, , , , 2, , , , , , Hunter, 5120, MAZCAB, Snuffle, EMERGENCY_EXIT
412, Popoca, GRASS, FIRE, EFFECT_SPORE, WHITE_SMOKE, , 440, 100, 65, 110, 60, 80, 25, , -, -, 124, medium fast, 50, 90, 70, 20, GRASS, , 0, , 2, , , , , , , , Hunter, 5120, MAZCAB, Popoca, WHITE_SMOKE
413, Choloa, GROUND, BUG, SWARM, WIMP_OUT, , 440, 80, 65, 75, 65, 75, 80, , -, -, 124, medium fast, 50, 90, 70, 20, MONSTER, , 0, , 2, , , , , , , , Hunter, 5120, MAZCAB, Choloa, EMERGENCY_EXIT
414, Durzag, FIGHTING, -, IRON_FIST, STURDY, , 550, 80, 120, 110, 100, 90, 50, , -, -, 154, medium fast, 0, 25, 0, 20, MONSTER, , 0, , , 2, , , , , , , Attack, 5120, MAZCAB, Durzag, INNER_FOCUS
415, Yakamaru, WATER, DRAGON, WATER_VEIL, DRIZZLE, , 550, 80, 90, 50, 135, 120, 75, , -, -, 154, medium fast, Genderless, 25, 0, 20, UNDISCOVERED, , 0, , , , , 2, 1, , , , Divination, 5120, MAZCAB, Yakamaru, WATER_BUBBLE
416, Chompy, NORMAL, FLYING, THICK_FAT, FRIEND_GUARD, , 240, 80, 50, 35, 35, 20, 20, , -, -, 43, medium fast, 50, 255, 70, 20, FLYING, LIFE, 0, , 1, , , , , , , , Constitution, 5120, BIRD, Chompy, FRIEND_GUARD
417, Jubbly, NORMAL, FLYING, THICK_FAT, FRIEND_GUARD, , 448, 160, 77, 67, 47, 67, 30, , -, -, 86, medium fast, 50, 110, 70, 20, FLYING, LIFE, 0, , 3, , , , , , , , Constitution, 5120, BIRD, Jubbly, FRIEND_GUARD
418, Jubster, WATER, NORMAL, THICK_FAT, HUSTLE, , 518, 150, 90, 81, 80, 67, 50, , -, -, 151, fluctuating, 50, 75, 70, 15, FLYING, LIFE, 0, , 3, , , , , , , , Invention, 3840, EXPERIMENT, Jubster, HUSTLE_
419, Terrorbird_Normal_Form, NORMAL, -, RUN_AWAY, UNBURDEN, , 330, 40, 70, 50, 50, 50, 70, , -, -, 76, medium fast, 50, 90, 70, 20, FLYING, LIFE, 0, , , , , , , 2, , , Agility, 5120, BIRD, Terrorbird, SPEED_BOOST
420, Terrorbird_Warped_Form, NORMAL, POISON, RATTLED, SOUNDPROOF, , 515, 70, 95, 100, 80, 100, 70, , -, -, 156, medium fast, 50, 90, 70, 20, FLYING, LIFE, 0, , , , , , 1, 1, , , Agility, 5120, BIRD, Terrorbird, SPEED_BOOST
421, Terrorbird_Spirit_Form, NORMAL, FAIRY, RUN_AWAY, UNBURDEN, , 515, 85, 90, 75, 80, 75, 110, , -, -, 156, medium fast, 50, 90, 70, 20, FLYING, LIFE, 0, , , , , , , 2, , , Summoning, 5120, BIRD, Terrorbird, SPEED_BOOST
422, Wolf_Juvenile_Form, NORMAL, -, RUN_AWAY, EMERGENCY_EXIT, , 250, 50, 50, 30, 30, 40, 50, , -, -, 53, medium slow, 50, 220, 70, 15, FIELD, , 0, , , , , , , 1, , , Agility, 3840, DOG, Wolf, EMERGENCY_EXIT
423, Wolf_Normal_Form, NORMAL, -, STRONG_JAW, HUNTER, , 380, 60, 70, 60, 55, 55, 80, , -, -, 87, medium slow, 50, 80, 70, 15, FIELD, , 0, , , , , , , 2, , , Agility, 3840, DOG, Wolf, STRONG_JAW
424, Wolf_Fenris_Form, NORMAL, -, STRONG_JAW, HUNTER, , 380, 65, 60, 55, 80, 70, 50, , -, -, 87, medium slow, 50, 80, 70, 15, FIELD, , 0, , , , , , , 2, , , Agility, 3840, DOG, Wolf, STRONG_JAW
425, Wolf_White_Form, NORMAL, -, STRONG_JAW, HUNTER, , 380, 70, 80, 55, 55, 60, 60, , -, -, 87, medium slow, 50, 80, 70, 15, FIELD, , 0, , , , , , , 2, , , Agility, 3840, DOG, Wolf, STRONG_JAW
426, Rover, NORMAL, DRAGON, STRONG_JAW, HUNTER, , 380, 60, 70, 55, 60, 55, 80, , -, -, 87, medium slow, 50, 80, 70, 15, FIELD, , 0, , , , , , , 2, , , Quest, 3840, DOG, Rover, 
427, Wolf_Dire_Form, NORMAL, DARK, STRONG_JAW, HUNTER, , 510, 85, 105, 85, 70, 65, 100, , -, -, 123, medium slow, 50, 45, 70, 15, FIELD, , 0, , , 2, , , , , , , Strength, 3840, DOG, Wolf, STRONG_JAW
428, Wolf_Jungle_Form, NORMAL, GRASS, STRONG_JAW, HUNTER, , 510, 85, 105, 75, 90, 85, 70, , -, -, 123, medium slow, 50, 45, 70, 15, FIELD, , 0, , , , 2, , , , , , Strength, 3840, DOG, Wolf, 
429, Wolf_Skoll_Form, NORMAL, FIRE, DROUGHT, HUNTER, , 510, 75, 100, 70, 110, 70, 85, , -, -, 123, medium slow, 50, 45, 70, 15, FIELD, , 0, , , , , 2, , , , , Firemaking, 3840, DOG, Wolf, RECKLESS
